age,new_user,total_pages_visited,converted
30,0,8,0
18,0,4,0
46,1,5,0
24,1,5,0
29,0,7,0
19,1,1,0
38,1,6,0
26,1,11,0
42,1,4,0
44,1,1,0
34,0,2,0
30,0,1,0
40,0,3,0
27,1,3,0
23,1,13,0
29,0,4,0
35,1,5,0
29,0,3,0
32,0,14,0
32,1,7,0
34,1,3,0
32,1,3,0
24,1,1,0
28,0,4,0
40,1,6,0
23,0,3,0
42,1,4,0
26,0,17,1
22,0,4,0
32,1,6,0
35,0,7,0
26,1,2,0
38,1,18,0
39,1,8,0
19,1,1,0
31,1,5,0
35,1,9,1
37,1,1,0
33,1,14,0
35,1,7,0
26,1,4,0
34,0,6,0
28,1,1,0
27,1,8,0
28,0,5,0
31,1,9,0
30,1,7,0
17,0,9,1
17,0,5,0
35,1,5,0
40,0,2,0
32,1,5,0
19,1,6,0
17,1,9,0
29,1,4,0
22,0,5,0
24,1,2,0
26,1,4,0
19,1,5,0
30,0,5,0
30,1,3,0
17,1,2,0
43,0,1,0
27,1,4,0
18,1,8,0
24,1,6,0
36,0,1,0
19,1,5,0
18,0,3,0
34,1,3,0
32,0,7,0
20,0,9,0
37,0,5,0
29,1,11,0
36,0,2,0
41,1,8,0
36,1,1,0
26,0,11,0
24,1,11,0
41,0,7,0
38,0,1,0
42,1,8,0
23,0,5,0
33,0,2,0
30,1,3,0
20,0,11,0
31,1,4,0
25,1,4,0
36,1,9,0
19,1,8,0
29,0,2,0
37,1,2,0
27,1,5,0
24,1,16,1
40,0,2,0
26,0,4,0
31,1,3,0
30,0,4,0
33,1,9,0
41,0,2,0
25,1,1,0
37,1,13,0
34,1,2,0
27,1,6,0
25,1,10,0
25,1,2,0
32,1,6,0
32,1,10,0
32,1,6,0
28,1,6,0
43,1,2,0
38,1,4,0
25,1,1,0
36,1,2,0
30,0,3,0
24,0,2,0
34,0,8,0
36,0,12,0
35,1,3,0
30,1,2,0
48,0,11,0
36,1,1,0
44,1,1,0
17,1,8,0
21,0,1,0
26,1,8,0
42,1,5,0
20,0,3,0
27,0,8,0
32,0,5,0
42,1,5,0
35,0,6,0
27,1,1,0
43,0,4,0
29,0,17,1
29,0,3,0
36,0,1,0
18,0,8,1
19,1,6,0
22,1,1,0
21,0,5,0
37,1,2,0
29,1,4,0
31,0,14,1
45,1,7,0
27,1,7,0
21,1,5,0
24,1,9,0
25,1,5,0
29,0,7,0
29,1,3,0
23,1,5,0
34,1,4,0
26,1,4,0
44,1,1,0
34,1,1,0
41,1,1,0
28,1,8,0
17,1,1,0
25,1,2,0
27,0,4,0
27,1,3,0
27,1,11,0
29,0,3,0
21,0,3,0
33,0,9,0
39,1,2,0
21,1,6,0
33,1,1,0
37,1,1,0
26,1,5,0
27,1,2,0
28,0,17,1
20,1,2,0
51,0,6,0
24,1,1,0
30,0,2,0
32,0,8,0
25,1,2,0
29,1,8,0
27,1,2,0
42,1,7,0
35,1,7,0
42,1,2,0
38,1,1,0
27,1,2,0
56,1,3,0
29,1,5,0
30,1,11,0
36,0,4,0
41,1,8,0
38,1,9,0
19,1,5,0
29,1,13,0
20,1,7,0
29,0,2,0
34,1,9,0
33,1,8,0
17,0,5,0
29,1,4,0
21,1,2,0
28,1,1,0
53,0,5,0
29,0,2,0
19,1,2,0
49,1,3,0
30,0,3,0
50,0,2,0
37,0,7,0
45,1,5,0
20,1,4,0
24,1,8,0
21,0,10,0
29,1,8,0
25,0,3,0
25,1,2,0
33,1,2,0
40,0,4,0
35,0,4,0
43,1,4,0
17,1,1,0
23,1,5,0
27,1,2,0
28,0,5,0
34,1,5,0
54,0,4,0
26,1,1,0
36,0,2,0
19,0,1,0
20,1,3,0
21,1,1,0
48,1,3,0
26,1,11,0
57,1,1,0
33,1,3,0
34,1,5,0
35,0,3,0
23,0,5,0
42,1,7,0
41,1,4,0
27,1,5,0
32,1,7,0
32,0,2,0
20,1,7,0
24,0,3,0
52,1,1,0
32,0,6,0
31,1,1,0
34,0,5,0
33,1,6,0
41,0,5,0
31,0,1,0
25,1,2,0
19,1,2,0
28,0,5,0
34,1,8,0
18,0,4,0
34,1,2,0
30,0,10,0
29,1,11,0
39,0,3,0
32,1,7,0
38,0,4,0
23,1,2,0
31,1,2,0
25,1,4,0
39,1,7,0
17,1,14,1
31,1,10,0
24,0,7,0
30,1,4,0
20,1,2,0
39,0,5,0
20,0,7,0
24,1,1,0
39,1,2,0
36,0,5,0
27,0,4,0
22,0,6,0
24,1,1,0
20,0,7,0
44,0,2,0
20,0,6,0
22,1,2,0
40,1,5,0
22,0,2,0
17,0,5,0
35,0,2,0
24,1,3,0
32,0,5,0
21,1,1,0
23,1,4,0
44,1,2,0
35,1,3,0
27,0,4,0
23,1,3,0
41,1,1,0
21,0,1,0
25,1,9,0
18,1,1,0
22,0,1,0
23,0,2,0
24,1,8,0
36,1,6,0
29,1,4,0
41,1,6,0
20,1,11,0
33,0,1,0
32,1,6,0
47,1,6,0
31,0,15,1
24,0,3,0
33,1,8,0
41,1,5,0
33,1,1,0
32,1,4,0
35,1,6,0
38,1,2,0
33,1,7,0
50,1,10,0
25,1,7,0
19,1,5,0
29,1,3,0
36,1,7,0
19,1,23,1
27,1,6,0
43,0,4,0
30,0,18,1
35,1,7,0
31,0,3,0
22,0,7,0
19,1,6,0
32,0,2,0
34,0,1,0
41,1,7,0
34,1,5,0
39,1,4,0
24,1,3,0
21,1,6,0
36,1,1,0
22,0,4,0
28,1,4,0
18,1,1,0
39,0,5,0
18,1,10,1
17,1,5,0
19,1,13,0
33,1,4,0
39,0,1,0
30,1,12,0
24,1,3,0
26,1,9,0
56,1,7,0
24,1,6,0
24,1,1,0
19,1,6,0
30,0,2,0
27,1,9,0
19,0,4,0
34,1,3,0
19,1,7,0
28,1,4,0
18,1,2,0
24,0,2,0
31,0,3,0
32,0,5,0
23,1,1,0
24,1,5,0
39,1,7,0
39,0,3,0
42,0,6,0
27,1,3,0
25,1,10,0
30,1,4,0
29,1,10,0
26,1,4,0
35,0,1,0
23,0,1,0
34,1,9,0
33,1,2,0
27,1,10,0
38,1,3,0
18,1,2,0
28,0,8,0
21,1,9,0
25,1,2,0
19,0,5,0
23,1,6,0
28,0,4,0
37,0,1,0
29,1,2,0
34,1,3,0
22,1,1,0
32,1,3,0
24,0,5,0
31,0,5,0
27,1,3,0
24,1,2,0
29,1,3,0
38,1,4,0
20,1,3,0
21,1,3,0
25,1,2,0
32,1,11,0
27,0,7,0
17,0,5,0
44,0,8,0
32,0,9,0
34,1,9,0
44,1,4,0
26,0,6,0
25,0,5,0
28,1,7,0
28,1,9,0
36,1,7,0
35,0,4,0
37,1,6,0
22,1,2,0
19,1,5,0
34,1,5,0
27,1,6,0
27,0,15,1
18,1,3,0
55,1,5,0
31,0,3,0
31,0,2,0
31,1,3,0
34,0,7,0
25,1,3,0
17,1,3,0
38,1,5,0
38,1,10,0
45,1,8,0
23,1,2,0
43,1,15,0
25,1,4,0
26,1,1,0
31,0,5,0
27,1,1,0
27,1,6,0
28,1,6,0
29,0,5,0
19,1,14,0
18,1,4,0
49,1,9,0
39,1,3,0
42,1,5,0
18,1,2,0
33,1,3,0
24,1,2,0
24,1,2,0
36,0,8,0
31,0,5,0
39,1,1,0
30,1,1,0
31,1,2,0
28,0,7,0
33,0,2,0
37,1,12,0
31,1,2,0
18,0,4,0
28,1,11,0
28,1,5,0
24,1,6,0
25,0,6,0
33,1,3,0
29,1,1,0
27,1,4,0
36,1,2,0
35,0,8,0
49,0,1,0
21,0,8,0
34,1,7,0
41,0,1,0
41,0,6,0
23,1,2,0
27,1,2,0
32,1,1,0
29,0,8,0
31,1,3,0
29,1,2,0
28,0,6,0
25,1,5,0
36,1,4,0
20,0,7,0
22,1,2,0
20,1,8,0
21,0,18,1
33,1,4,0
31,0,4,0
44,1,5,0
31,0,5,0
41,0,6,0
28,1,18,1
18,1,13,1
29,0,6,0
46,1,11,1
40,1,6,0
22,1,3,0
31,1,6,0
26,1,10,0
28,1,7,0
18,1,7,0
59,1,1,0
42,0,5,0
44,1,3,0
30,1,5,0
21,0,2,0
48,1,6,0
50,0,3,0
29,1,4,0
37,1,4,0
21,1,4,0
35,1,7,0
27,1,9,0
41,0,6,0
20,1,6,0
30,1,7,0
19,1,6,0
26,1,3,0
21,1,1,0
42,1,4,0
36,1,2,0
32,0,1,0
42,1,1,0
23,1,3,0
52,1,3,0
24,0,3,0
31,1,5,0
22,1,4,0
35,0,3,0
46,0,5,0
29,1,3,0
37,1,3,0
38,1,1,0
41,0,2,0
36,1,4,0
43,1,10,0
17,0,1,0
44,1,4,0
30,0,1,0
32,1,4,0
28,1,6,1
49,1,1,0
40,0,5,0
33,1,8,0
20,1,3,0
30,1,3,0
27,1,4,0
24,1,6,0
45,1,4,0
22,1,2,0
44,1,3,0
43,1,3,0
26,1,5,0
38,1,3,0
35,0,3,0
27,1,3,0
24,1,2,0
23,1,16,1
32,1,6,0
36,0,5,0
33,1,6,0
22,1,2,0
23,1,6,0
18,0,4,0
32,1,11,0
32,1,6,0
32,1,2,0
37,1,1,0
51,0,1,0
26,1,7,0
39,1,2,0
33,1,1,0
24,1,2,0
42,0,3,0
18,1,9,0
46,0,2,0
26,0,5,0
17,1,9,0
29,1,2,0
27,0,7,0
37,1,4,0
30,1,3,0
29,1,3,0
44,1,3,0
22,0,5,0
30,1,5,0
27,0,4,0
36,1,5,0
25,1,2,0
28,0,3,0
37,1,4,0
31,0,5,0
27,1,3,0
30,0,7,0
40,1,9,0
28,1,3,0
39,1,8,0
23,0,14,1
45,0,3,0
32,1,4,0
36,1,8,0
22,1,5,0
29,1,4,0
37,1,4,0
40,1,3,0
38,1,13,1
38,0,6,0
32,1,4,0
38,1,3,0
27,1,4,0
24,0,5,0
31,1,6,0
41,1,8,0
43,1,1,0
26,1,7,0
44,0,11,0
19,0,3,0
39,0,5,0
28,1,13,1
31,1,7,0
33,1,2,0
28,0,5,0
37,0,4,0
42,0,3,0
28,1,7,0
41,1,3,0
45,0,2,0
27,1,2,0
21,1,8,0
33,1,4,0
46,1,4,0
27,1,3,0
57,0,1,0
23,1,2,0
33,1,3,0
33,1,4,0
34,1,3,0
29,1,5,0
37,1,7,0
26,1,2,0
39,1,1,0
36,1,1,0
41,1,2,0
40,1,6,0
32,0,3,0
36,1,2,0
17,1,1,0
41,0,1,0
19,1,1,0
45,1,3,0
45,0,9,0
17,1,1,0
26,1,1,0
40,1,6,0
43,0,1,0
23,1,5,0
29,0,3,0
30,0,6,0
36,0,5,0
18,1,5,0
35,1,1,0
28,1,4,0
42,1,3,0
38,1,6,0
31,1,7,0
25,1,2,0
26,1,4,0
37,0,5,0
20,1,20,1
32,1,5,0
30,1,2,0
35,1,2,0
28,0,3,0
19,1,3,0
36,1,3,0
30,1,3,0
30,0,2,0
26,1,7,0
36,1,2,0
26,1,16,1
22,1,14,1
30,0,6,0
37,1,1,0
31,0,13,0
24,1,11,0
32,1,1,0
27,1,4,0
30,1,3,0
38,0,4,0
31,1,12,0
27,0,2,0
40,1,4,0
20,1,9,0
41,1,1,0
31,1,3,0
40,1,13,1
26,1,6,0
26,0,16,1
29,0,7,0
29,1,2,0
24,1,4,0
62,1,4,0
25,1,2,0
30,1,7,0
23,1,2,0
35,1,7,0
46,1,10,0
35,0,3,0
25,1,6,0
29,1,3,0
24,0,10,1
22,0,2,0
18,0,1,0
18,1,8,0
26,1,10,0
29,0,8,0
22,1,5,0
53,1,3,0
39,1,1,0
35,0,2,0
25,0,2,0
31,1,7,0
45,0,5,0
32,1,16,1
26,1,3,0
28,1,12,0
17,1,10,0
25,1,8,0
20,1,1,0
28,1,2,0
19,0,6,0
31,1,6,0
54,1,9,0
24,0,3,0
23,1,9,0
30,1,2,0
44,1,1,0
21,0,1,0
37,1,2,0
25,1,1,0
37,1,1,0
25,1,6,0
26,1,3,0
33,0,13,1
23,1,6,0
27,1,7,0
22,1,3,0
22,0,5,0
27,1,6,0
35,1,1,0
30,1,3,0
25,1,2,0
52,0,2,0
38,0,5,0
24,0,9,0
24,1,4,0
23,1,6,0
17,0,1,0
34,0,2,0
22,1,7,0
22,1,2,0
35,0,1,0
42,1,4,0
30,0,5,0
31,1,3,0
26,1,13,1
31,1,5,0
28,1,3,0
35,1,9,0
36,1,7,0
21,0,7,0
40,1,5,0
33,1,3,0
54,1,9,0
20,1,1,0
32,1,3,0
23,0,7,0
36,1,8,0
22,1,15,1
41,0,5,0
39,1,4,0
26,1,3,0
35,1,8,0
49,1,4,0
45,1,10,0
32,0,5,0
22,0,2,0
29,0,1,0
32,0,5,0
33,0,3,0
41,1,3,0
37,1,3,0
54,1,7,0
31,1,5,0
17,1,3,0
32,0,1,0
44,1,8,0
28,1,2,0
32,1,4,0
20,1,6,0
32,1,2,0
45,0,6,0
25,1,8,0
27,1,2,0
29,1,1,0
33,0,1,0
30,1,1,0
21,0,6,0
36,1,7,0
32,1,3,0
41,1,1,0
34,1,10,0
22,1,5,0
28,1,5,0
24,1,10,0
46,1,4,0
34,1,9,0
41,0,11,0
28,1,5,0
45,1,8,0
21,1,3,0
19,1,3,0
40,1,5,0
25,1,2,0
28,1,10,0
19,1,4,0
43,1,5,0
23,1,10,0
30,1,1,0
38,1,5,0
27,1,7,0
29,1,6,0
39,1,1,0
31,1,6,0
22,1,3,0
38,1,6,0
34,1,3,0
43,1,1,0
22,1,9,0
25,0,2,0
32,1,15,0
37,1,5,0
31,0,3,0
45,1,6,0
25,1,5,0
35,1,2,0
21,0,6,0
38,1,8,0
29,1,6,0
33,1,6,0
33,1,7,0
29,1,9,0
29,1,2,0
25,1,7,0
20,0,4,0
24,0,2,0
17,1,7,1
26,1,2,0
45,1,4,0
22,0,2,0
22,1,4,0
28,1,7,0
26,0,4,0
32,0,1,0
25,1,7,0
39,1,15,0
45,1,1,0
20,1,5,0
22,1,6,0
44,0,10,0
24,1,3,0
31,1,3,0
38,0,3,0
19,1,2,0
31,0,11,0
21,1,4,0
19,0,2,0
23,0,4,0
41,0,3,0
31,1,1,0
48,1,1,0
34,1,2,0
22,0,2,0
38,1,1,0
30,1,7,0
37,0,7,0
44,1,4,0
31,1,1,0
39,1,5,0
21,1,5,0
30,1,8,0
38,1,4,0
27,1,2,0
29,0,4,0
32,0,7,0
28,0,2,0
32,1,7,0
17,1,9,0
39,1,1,0
30,1,6,0
21,1,3,0
37,1,2,0
35,0,4,0
26,1,2,0
24,1,10,0
24,1,4,0
36,1,7,0
33,0,2,0
34,1,4,0
29,0,7,0
40,1,7,0
27,0,5,0
46,1,2,0
37,1,2,0
36,1,2,0
46,0,5,0
36,1,3,0
24,1,5,0
24,1,1,0
37,1,3,0
25,1,3,0
21,1,6,0
42,1,2,0
20,0,3,0
17,0,17,1
42,1,7,0
21,1,5,0
33,1,6,0
43,1,6,0
33,0,7,0
36,1,5,0
46,0,11,0
35,1,4,0
32,1,4,0
41,1,9,0
35,1,5,0
34,1,2,0
35,0,8,0
26,1,5,0
35,1,4,0
39,1,8,0
28,1,6,0
23,1,6,0
26,1,3,0
19,1,2,0
32,0,7,0
33,1,2,0
40,1,12,0
34,1,11,0
23,1,1,0
27,1,4,0
27,1,4,0
25,0,8,0
28,1,7,0
38,1,6,0
32,1,4,0
46,1,5,0
32,0,1,0
33,0,1,0
24,0,15,1
30,1,6,0
24,1,1,0
21,1,5,0
34,0,5,0
45,0,1,0
27,0,6,0
23,1,6,0
28,1,1,0
33,1,6,0
20,1,4,0
19,0,8,0
22,1,1,0
41,0,4,0
23,1,6,0
25,1,2,0
36,1,4,0
40,0,9,0
44,1,7,0
30,1,6,0
29,0,1,0
36,1,3,0
18,1,2,0
35,1,2,0
20,1,1,0
33,0,19,1
36,1,5,0
24,1,7,0
29,1,2,0
31,0,9,0
43,1,2,0
43,1,5,0
39,1,2,0
32,1,5,0
35,1,5,0
18,1,1,0
26,0,3,0
32,1,3,0
27,1,2,0
19,0,3,0
28,0,6,0
23,1,2,0
28,1,2,0
24,1,2,0
22,1,5,0
18,0,5,0
28,1,9,0
28,0,6,0
44,1,9,0
32,1,1,0
39,0,4,0
41,1,4,0
25,0,9,0
48,1,8,0
42,0,3,0
34,1,8,0
34,1,5,0
22,1,8,0
34,1,9,0
18,0,3,0
18,0,8,0
32,1,12,1
28,0,16,1
25,1,2,0
36,0,5,0
29,1,4,0
36,1,3,0
43,1,8,0
25,0,5,0
26,0,3,0
17,1,2,0
19,1,2,0
19,1,4,0
25,0,5,0
27,1,4,0
49,1,1,0
36,0,10,0
28,1,6,0
20,0,10,1
25,1,8,0
29,0,16,1
25,1,1,0
29,1,7,0
41,1,6,0
35,1,3,0
35,0,5,0
36,0,2,0
30,0,17,1
33,1,3,0
27,1,3,0
25,1,2,0
45,1,4,0
47,0,2,0
32,1,5,0
43,1,5,0
41,1,1,0
32,1,1,0
45,1,3,0
26,1,2,0
18,0,6,0
33,0,7,0
38,1,7,0
20,1,4,0
27,0,11,0
22,1,7,0
34,1,1,0
22,1,1,0
21,1,2,0
36,1,10,0
33,1,3,0
22,0,4,0
22,1,1,0
17,1,3,0
26,1,5,0
46,1,5,0
30,0,1,0
28,1,3,0
35,0,9,0
34,1,3,0
23,0,5,0
27,1,3,0
38,1,5,0
26,1,5,0
27,0,2,0
18,1,4,0
39,0,5,0
23,1,3,0
31,1,9,0
24,1,4,0
48,1,11,0
43,1,1,0
37,0,7,0
30,1,1,0
29,1,2,0
37,1,4,0
21,1,2,0
33,1,2,0
18,1,7,0
33,1,7,0
34,1,6,0
45,1,6,0
28,0,9,0
40,1,2,0
34,1,2,0
35,0,1,0
24,1,5,0
27,1,7,0
42,0,7,0
29,0,13,0
36,0,3,0
19,1,1,0
44,0,1,0
29,0,1,0
24,0,5,0
34,1,2,0
49,1,6,0
38,1,5,0
34,1,1,0
23,1,1,0
30,0,2,0
30,0,5,0
32,1,7,0
43,0,2,0
18,1,4,0
33,1,6,0
35,1,7,0
22,1,5,0
21,1,1,0
24,0,5,0
26,1,1,0
33,1,13,1
44,1,5,0
30,1,2,0
33,1,6,0
28,1,1,0
41,0,2,0
29,1,8,0
20,1,1,0
34,1,6,0
32,0,2,0
35,1,8,0
33,1,2,0
26,0,2,0
33,1,4,0
25,1,5,0
45,1,2,0
30,0,5,0
51,1,4,0
20,0,3,0
23,1,13,1
37,1,7,0
26,1,5,0
31,0,6,0
33,1,6,0
32,1,8,0
32,1,3,0
45,0,6,0
35,0,1,0
51,1,9,0
21,1,1,0
39,1,12,0
20,1,9,0
41,1,3,0
23,0,1,0
40,1,3,0
19,0,8,0
48,1,3,0
25,0,3,0
27,1,1,0
32,1,7,0
20,0,4,0
20,1,4,0
32,1,1,0
30,1,4,0
22,1,9,0
31,1,1,0
21,1,1,0
18,1,6,0
28,0,2,0
51,0,7,0
34,1,1,0
38,1,2,0
34,1,1,0
24,1,8,0
31,0,6,0
31,1,6,0
52,0,2,0
25,1,1,0
18,1,4,0
31,1,5,0
28,1,6,0
46,0,4,0
17,1,2,0
29,1,5,0
29,1,5,0
33,1,8,0
28,1,1,0
17,1,4,0
36,1,4,0
41,1,5,0
27,0,3,0
22,1,2,0
30,1,3,0
43,1,5,0
45,0,2,0
27,1,3,0
28,1,6,0
29,1,3,0
27,0,2,0
25,0,4,0
26,0,3,0
20,0,1,0
25,1,1,0
31,0,5,0
30,1,6,0
33,1,5,0
34,1,5,0
38,0,2,0
51,1,8,0
18,1,2,0
36,0,2,0
31,1,5,0
45,0,2,0
46,1,1,0
24,1,8,0
23,1,2,0
36,0,1,0
29,1,6,0
30,1,5,0
18,1,3,0
36,1,1,0
33,1,4,0
30,1,6,0
36,1,6,0
27,1,4,0
31,0,5,0
19,1,19,1
41,1,4,0
41,1,1,0
30,1,2,0
25,1,3,0
23,1,8,0
45,1,6,0
22,1,6,0
47,1,10,0
30,1,6,0
28,1,6,0
18,0,9,0
30,1,17,1
30,1,5,0
28,0,9,0
18,1,11,0
28,1,2,0
34,1,8,0
27,1,9,0
28,0,2,0
37,1,3,0
26,1,7,0
35,1,1,0
38,1,1,0
25,1,3,0
27,1,5,0
25,0,8,0
37,1,4,0
34,1,4,0
36,0,4,0
22,1,2,0
51,0,3,0
39,0,22,1
23,0,3,0
30,1,5,0
37,1,8,0
42,1,8,0
42,1,5,0
28,0,11,0
27,1,2,0
27,0,3,0
28,0,5,0
27,0,1,0
36,1,2,0
39,1,3,0
25,1,4,0
20,1,5,0
17,1,4,0
20,0,1,0
46,1,2,0
37,1,9,0
26,0,19,1
28,1,2,0
28,0,8,1
31,1,2,0
29,1,7,0
18,1,4,0
24,1,2,0
38,1,5,0
41,0,4,0
28,1,1,0
29,1,6,0
28,1,4,0
36,0,2,0
26,1,9,0
31,1,14,0
30,1,13,0
24,1,1,0
24,1,8,0
29,1,2,0
47,1,9,0
37,1,5,0
38,1,7,0
28,1,9,0
36,1,6,0
23,1,6,0
20,0,11,0
26,0,4,0
29,0,5,0
34,1,1,0
23,0,1,0
37,1,1,0
44,1,9,0
57,1,8,0
40,0,5,0
41,1,6,0
49,1,7,0
20,1,2,0
30,1,10,0
20,1,2,0
32,0,1,0
31,0,5,0
34,1,7,0
31,1,2,0
26,0,3,0
21,1,1,0
28,0,8,0
24,1,5,0
36,1,9,0
36,1,2,0
29,1,6,0
31,1,1,0
43,1,4,0
38,1,9,0
39,1,5,0
35,1,5,0
32,1,5,0
19,1,4,0
42,1,6,0
25,1,7,0
39,1,9,0
32,1,3,0
19,0,2,0
22,0,6,0
33,1,9,0
17,1,3,0
32,1,4,0
29,0,10,0
34,0,1,0
43,1,1,0
39,1,7,0
27,1,1,0
37,1,2,0
36,1,6,0
43,1,3,0
24,1,4,0
23,1,1,0
33,0,7,0
26,0,6,0
43,1,7,0
18,1,5,0
20,1,2,0
33,1,6,0
35,1,4,0
35,0,9,0
44,1,3,0
43,1,3,0
26,1,3,0
30,1,2,0
31,1,2,0
27,1,1,0
35,1,5,0
21,1,7,0
20,1,11,0
29,0,1,0
20,0,8,0
43,0,5,0
32,1,5,0
33,0,2,0
28,0,2,0
41,1,2,0
41,1,2,0
26,0,9,1
28,1,6,0
41,1,1,0
30,1,1,0
22,1,3,0
36,0,12,0
27,0,2,0
35,0,1,0
25,1,5,0
42,1,1,0
47,0,3,0
26,1,2,0
31,0,1,0
23,0,7,0
22,1,1,0
30,0,5,0
26,0,10,0
33,0,5,0
25,0,7,0
17,1,18,1
27,1,5,0
26,1,5,0
31,1,9,0
35,1,2,0
28,0,8,0
25,0,3,0
47,0,2,0
34,1,1,0
22,0,4,0
18,1,2,0
34,1,2,0
36,0,2,0
42,0,4,0
32,1,1,0
41,1,4,0
30,0,7,0
24,1,1,0
28,1,2,0
32,1,5,0
35,1,4,0
19,0,5,0
17,1,5,0
23,1,4,0
41,1,2,0
30,1,3,0
46,1,3,0
34,1,2,0
35,1,4,0
36,1,8,0
26,1,2,0
31,1,3,0
21,1,4,0
38,0,3,0
29,1,2,0
29,1,4,0
42,1,6,0
22,1,6,0
33,1,8,0
26,1,1,0
23,1,3,0
32,0,1,0
37,1,3,0
23,1,8,0
24,0,3,0
27,1,5,0
21,1,1,0
44,1,5,0
31,0,5,0
28,0,1,0
23,1,2,0
32,1,4,0
42,1,6,0
20,1,7,0
21,1,8,0
29,0,3,0
35,0,4,0
27,1,4,0
37,0,1,0
29,1,1,0
32,0,5,0
21,1,3,0
23,0,11,0
45,1,7,0
43,0,3,0
21,1,6,0
21,1,2,0
30,0,1,0
24,1,6,0
34,1,3,0
35,1,3,0
29,0,1,0
26,0,11,0
20,1,9,0
31,1,6,0
28,1,2,0
43,1,4,0
41,1,3,0
31,1,1,0
26,1,2,0
21,1,7,0
22,0,2,0
24,1,2,0
38,1,2,0
24,0,4,0
49,1,10,0
36,1,5,0
44,1,5,0
32,0,10,0
33,1,2,0
22,1,5,0
40,1,8,0
36,0,8,0
23,1,4,0
29,1,2,0
21,1,4,0
24,0,4,0
24,1,2,0
41,1,5,0
31,0,1,0
35,0,4,0
19,1,7,0
20,0,13,1
30,1,7,0
34,1,2,0
48,1,2,0
29,1,2,0
38,0,7,0
32,1,4,0
26,1,3,0
33,1,3,0
23,0,22,1
30,1,4,0
30,0,4,0
29,0,2,0
27,1,2,0
28,1,4,0
49,1,3,0
45,0,6,0
23,1,5,0
19,0,3,0
47,1,4,0
28,1,4,0
21,1,8,0
43,1,1,0
48,1,3,0
24,1,5,0
20,1,2,0
46,1,4,0
33,1,3,0
24,1,3,0
41,1,5,0
32,0,4,0
26,1,2,0
30,1,3,0
46,1,10,0
43,0,5,0
45,1,4,0
26,1,10,0
21,1,1,0
34,1,6,0
22,0,2,0
27,0,10,0
29,1,1,0
39,1,2,0
45,0,9,0
47,1,2,0
43,0,8,0
26,0,2,0
26,0,1,0
19,1,3,0
43,1,2,0
23,1,10,0
28,0,1,0
36,0,6,0
23,1,1,0
19,1,5,0
30,1,7,0
31,1,6,0
19,1,1,0
24,1,4,0
37,0,6,0
38,1,1,0
36,1,8,0
40,1,1,0
27,1,2,0
34,0,3,0
23,1,5,0
34,1,5,0
27,1,4,0
31,1,8,0
35,1,7,0
42,1,3,0
28,1,12,0
19,1,2,0
60,1,8,0
36,1,1,0
28,1,3,0
33,1,7,0
24,1,3,0
32,1,1,0
28,0,6,0
24,1,12,0
40,1,9,0
31,1,4,0
37,1,1,0
34,1,8,0
33,1,3,0
18,0,7,0
23,1,3,0
47,1,7,0
38,1,8,0
37,1,1,0
39,1,4,0
23,0,1,0
29,1,6,0
38,0,5,0
57,1,8,0
33,0,4,0
20,0,2,0
31,1,2,0
45,0,9,0
42,1,2,0
22,0,6,0
22,1,10,0
19,1,5,0
27,1,1,0
18,0,2,0
32,1,7,0
37,1,3,0
22,1,1,0
32,1,4,0
43,1,8,0
28,0,1,0
33,1,13,0
41,1,9,0
36,1,6,0
29,1,2,0
38,0,1,0
28,1,4,0
24,1,2,0
31,0,1,0
28,0,15,1
25,1,2,0
21,1,10,0
19,1,2,0
17,0,8,0
24,0,8,0
31,0,6,0
26,1,8,0
18,1,4,0
37,1,1,0
30,0,1,0
24,1,8,0
25,0,3,0
34,0,7,0
31,1,6,0
20,0,5,0
26,1,2,0
36,0,11,0
34,1,9,0
26,1,4,0
39,1,6,0
23,1,3,0
18,1,7,0
27,1,4,0
49,1,5,0
30,1,7,0
27,0,1,0
58,1,5,0
30,1,1,0
34,0,5,0
20,1,1,0
26,1,5,0
20,1,8,0
37,1,3,0
31,1,9,0
38,1,7,0
20,1,1,0
22,1,6,0
39,0,7,0
33,0,1,0
27,1,2,0
39,1,3,0
20,1,8,0
24,0,8,0
39,1,7,0
22,1,5,0
50,1,9,0
24,1,3,0
21,1,5,0
17,0,3,0
26,1,7,0
17,1,6,0
36,1,4,0
49,0,6,0
35,1,1,0
22,1,7,0
31,1,4,0
19,1,1,0
34,0,6,0
24,1,3,0
32,0,7,0
28,1,3,0
38,1,2,0
29,1,7,0
20,1,4,0
27,0,9,0
30,1,4,0
22,1,5,0
22,0,3,0
35,1,7,0
21,1,4,0
34,1,1,0
30,1,10,1
47,0,3,0
24,0,13,1
21,0,2,0
19,1,3,0
51,1,3,0
30,1,1,0
33,1,2,0
18,1,3,0
31,0,6,0
28,1,3,0
36,1,8,0
26,1,6,0
25,1,5,0
26,1,4,0
27,1,12,0
33,0,6,0
28,1,3,0
26,1,8,0
34,0,10,0
40,1,10,0
29,0,2,0
44,1,3,0
32,1,3,0
31,1,6,0
32,1,7,0
24,1,5,0
25,1,4,0
43,1,2,0
32,1,6,0
34,0,7,0
24,1,10,0
19,1,1,0
28,0,8,0
17,0,1,0
40,1,1,0
36,0,1,0
40,1,9,0
25,1,1,0
34,0,14,1
24,1,2,0
48,0,5,0
22,1,1,0
34,1,5,0
26,1,1,0
